name,url,İşlemci_Modeli,price,id,brand,Kullanım_Amacı,Ekran_Boyutu,Çözünürlük,Çözünürlük_Standartı,Panel_Tipi,Ekran_Yenileme_Hızı,Ekran_Kartı_Tipi,Ekran_Kartı,Ekran_Kartı_Hafızası,Maksimum_İşlemci_Hızı,Ram,SSD,İşlemci_Çekirdek_Sayısı,Temel_İşlemci_Hızı,Parmak_İzi_Okuyucu,İşletim_Sistemi
"ROG Strix G16 G615LR-S5214-Gaming Ultra 7 255HX 32 1 SSD 12 RTX 5070 Ti 16"" 2.5K WQXGA Freedos",https://www.trendyol.com/asus/rog-strix-g16-g615lr-s5214-gaming-ultra-7-255hx-32-1-ssd-12-rtx-5070-ti-16-2-5k-wqxga-freedos-p-903715601?boutiqueId=61&merchantId=104683,255HX,104999,903715601,ASUS,Oyun,16 inç,2560 x 1600,WQXGA,IPS,240,Harici,Nvidia GeForce RTX 5070 Ti,12.0,5,32,1,20,2.4,,Free Dos (İşletim Sistemi Yok)
"14"" MacBook Pro: Apple M4 Pro chip with 12‑core CPU and 16‑core GPU. 24. 512 SSD - Uzay Siyahı",https://www.trendyol.com/apple/14-macbook-pro-apple-m4-pro-chip-with-12-core-cpu-and-16-core-gpu-24-512-ssd-uzay-siyahi-p-872449424?boutiqueId=61&merchantId=142706,,83689,872449424,Apple,Ofis - İş,14.2 inç,3024 x 1964,,,120,Dahili,Dahili Ekran Kartı,1.0,,24,512,12,,Yok,Mac Os
"Nitro 5 NH.QFJEY.00A-16/512 i5 12450H 16 512 SSD RTX3050-4 DOS 144 15.6"" Taşınabilir Bi",https://www.trendyol.com/acer/nitro-5-nh-qfjey-00a-16-512-i5-12450h-16-512-ssd-rtx3050-4-dos-144-15-6-tasinabilir-bi-p-895082528?boutiqueId=61&merchantId=141868,12450H,25998,895082528,ACER,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 3050,4.0,4.4,16,512,8,2,,Free Dos (İşletim Sistemi Yok)
"Tuf Gaming F15 Fx507zc4-hn081w04 I5-12500h 16 1ssd Rtx3050 15.6"" Fullhd W11h",https://www.trendyol.com/asus/tuf-gaming-f15-fx507zc4-hn081w04-i5-12500h-16-1ssd-rtx3050-15-6-fullhd-w11h-p-808573727?boutiqueId=61&merchantId=153128,12500H,31686.7,808573727,ASUS,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 3050,4.0,4.5,16,1,12,2,,Windows
"AMD Ryzen 5 5500U 16 512 M.2 SSD 82R400KUTX ATL35 W11pro 15.6"" Notebook+Çanta",https://www.trendyol.com/lenovo/amd-ryzen-5-5500u-16-512-m-2-ssd-82r400kutx-atl35-w11pro-15-6-notebook-canta-p-838221473?boutiqueId=61&merchantId=153128,5500U,14399,838221473,LENOVO,Ev - Okul,15.6 inç,1920 x 1080,Full HD (FHD),TN,,Dahili,Dahili Ekran Kartı,1.0,3.1,16,512,6,1.7,Yok,Windows
"Cyborg 15 A13vf-893xtr I7-13620h 16 Gddr6 512 8 Rtx4060 15.6"" 144 Freedos Full Hd Notebo",https://www.trendyol.com/msi/cyborg-15-a13vf-893xtr-i7-13620h-16-gddr6-512-8-rtx4060-15-6-144-freedos-full-hd-notebo-p-804806289?boutiqueId=61&merchantId=676068,13620H,39799,804806289,MSI,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,2.1,16,512,10,2.1,,Free Dos (İşletim Sistemi Yok)
"Loq 15ıax9ı Intel Core I5 12450hx 16 512 Ssd Arc A530m Freedos 15.6"" Fhd Taşınabilir Bilgisayar",https://www.trendyol.com/lenovo/loq-15iax9i-intel-core-i5-12450hx-16-512-ssd-arc-a530m-freedos-15-6-fhd-tasinabilir-bilgisayar-p-811005998?boutiqueId=61&merchantId=1018234,12450H,24849,811005998,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Intel Arc A530M,4.0,4.4,16,512,8,3.3,,Free Dos (İşletim Sistemi Yok)
"Tuf Gamıng F15 Fx507zc4-hn205 I5-12500h 8 512 Ssd 4 Rtx3050 15.6"" Dos",https://www.trendyol.com/asus/tuf-gaming-f15-fx507zc4-hn205-i5-12500h-8-512-ssd-4-rtx3050-15-6-dos-p-788113172?boutiqueId=61&merchantId=118442,12500H,28999,788113172,ASUS,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 3050,4.0,,8,512,12,,,Free Dos (İşletim Sistemi Yok)
"IdeaPad Slim 3 15IRH10 83K10062TR-05 Intel Core i5 16 DDR5 256+512 SSD 15.3"" FreeDos",https://www.trendyol.com/lenovo/ideapad-slim-3-15irh10-83k10062tr-05-intel-core-i5-16-ddr5-256-512-ssd-15-3-freedos-p-904138206?boutiqueId=61&merchantId=106198,13420H,17149,904138206,LENOVO,Ev - Okul,15.6 inç,1920 x 1080,WUXGA,IPS,60,Dahili,Intel UHD Graphics,1.0,,16,512,6,2,,Free Dos (İşletim Sistemi Yok)
Ideapad 3 12.Nesil Core i3 1215U-8-256 Ssd-15.6inc-W11,https://www.trendyol.com/lenovo/ideapad-3-12-nesil-core-i3-1215u-8-256-ssd-15-6inc-w11-p-866728391?boutiqueId=61&merchantId=557390,1215U,11849,866728391,LENOVO,Ofis - İş,15.6 inç,1920 x 1080,HD Ready (HD),VA,,Dahili,Intel UHD Graphics,1.0,,8,256,6,1.2,Yok,Windows
"Nirvana Ryzen 5 7430U 32 RAM 1 NVMe SSD Freedos Laptop 15.6"" X600.7430-DF00X-G-F",https://www.trendyol.com/casper/nirvana-ryzen-5-7430u-32-ram-1-nvme-ssd-freedos-laptop-15-6-x600-7430-df00x-g-f-p-893544444?boutiqueId=61&merchantId=114258,7430U,18699,893544444,CASPER,Ofis - İş,15.6 inç,1920 x 1080,FHD+,IPS,60,Dahili,AMD Radeon Graphics,1.0,4.3,32,1,6,2.3,Yok,Free Dos (İşletim Sistemi Yok)
"TUF Gaming A15 FA507NVR-LP005 8 RTX4060 140w Ryzen 7 7435HS 16 512 SSD 15.6"" FHD 144",https://www.trendyol.com/asus/tuf-gaming-a15-fa507nvr-lp005-8-rtx4060-140w-ryzen-7-7435hs-16-512-ssd-15-6-fhd-144-p-838432126?boutiqueId=61&merchantId=118442,7435HS,41499,838432126,ASUS,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,4.7,16,512,8,2,,Free Dos (İşletim Sistemi Yok)
Aspire 5 Intel Core i5-12450H 8 512 SSD DOS 15.6'' FHD Koyu Gri Dizüstü Bilgisayar NX.KN3EY.002,https://www.trendyol.com/acer/aspire-5-intel-core-i5-12450h-8-512-ssd-dos-15-6-fhd-koyu-gri-dizustu-bilgisayar-nx-kn3ey-002-p-784172191?boutiqueId=61&merchantId=126144,12450H,14799,784172191,ACER,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),IPS,60,Dahili,Intel UHD Graphics,1.0,4.4,8,512,8,2,Yok,Free Dos (İşletim Sistemi Yok)
250 G10 I5-1334U 8 RAM 512 SSD 15.6'' FHD W11H Uma Siyah Notebook B2Nc1Es,https://www.trendyol.com/hp/250-g10-i5-1334u-8-ram-512-ssd-15-6-fhd-w11h-uma-siyah-notebook-b2nc1es-p-902377478?boutiqueId=61&merchantId=107870,1334u,14699,902377478,HP,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,Intel XE Graphics,1.0,4.6,8,512,10,1,Yok,Windows
OMEN 17-DB0015NT A44QLEA Ryzen 7-8845HS 32 RAM 1 SSD 8 RTX4070 17.3'' QHD 240 FreeDOS,https://www.trendyol.com/hp/omen-17-db0015nt-a44qlea-ryzen-7-8845hs-32-ram-1-ssd-8-rtx4070-17-3-qhd-240-freedos-p-841914628?boutiqueId=61&merchantId=216294,8845HS,66159,841914628,HP,Oyun,17.3 inç,2560 x 1440,QHD,IPS,240,Harici,Nvidia GeForce RTX 4070,8.0,,32,1,8,3.2,,Free Dos (İşletim Sistemi Yok)
"Cyborg 15 A13vf-895xtr I5-13420h 16 Gddr6 1 Rtx 4060 8 15.6"" 144 Freedos Full Hd Gaming",https://www.trendyol.com/msi/cyborg-15-a13vf-895xtr-i5-13420h-16-gddr6-1-rtx-4060-8-15-6-144-freedos-full-hd-gaming-p-804737263?boutiqueId=61&merchantId=794618,13420H,36260,804737263,MSI,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,2.1,16,1,8,2.1,,Free Dos (İşletim Sistemi Yok)
"Vivobook Go 15 I3-n305 8 512 Ssd 15.6"" Fhd Freedos Laptop E1504ga-nj276",https://www.trendyol.com/asus/vivobook-go-15-i3-n305-8-512-ssd-15-6-fhd-freedos-laptop-e1504ga-nj276-p-884241568?boutiqueId=61&merchantId=106198,N305,10759,884241568,ASUS,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,Intel UHD Graphics,1.0,3.8,8,512,8,2,Yok,Free Dos (İşletim Sistemi Yok)
Nb Katana 17 B13vek-1035xtr I7-13620h 16 Ddr5 Rtx4050 Gddr6 6 512 Ssd 17.3 Fhd 144 Dos,https://www.trendyol.com/msi/nb-katana-17-b13vek-1035xtr-i7-13620h-16-ddr5-rtx4050-gddr6-6-512-ssd-17-3-fhd-144-dos-p-810101676?boutiqueId=61&merchantId=794618,,42949,810101676,MSI,Oyun,17.3 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,,16,512,10,2,,Free Dos (İşletim Sistemi Yok)
Excalibur G870.1362-DXB0X-B Intel Core i7-13620H 32 RAM 2 NVMe SSD 8 RTX4060 Dos Gaming Laptop,https://www.trendyol.com/casper/excalibur-g870-1362-dxb0x-b-intel-core-i7-13620h-32-ram-2-nvme-ssd-8-rtx4060-dos-gaming-laptop-p-672155829?boutiqueId=681310&merchantId=968,13620H,48999,672155829,CASPER,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,165,Harici,Nvidia GeForce RTX 4060,8.0,4.9,32,2,10,2.4,,Free Dos (İşletim Sistemi Yok)
"PULSE 16 AI C1VFKG-093XTR Intel Core Ultra 7 155H 32 DDR5 1 SSD RTX 4060 DOS 16.0"" 144 Taş",https://www.trendyol.com/msi/pulse-16-ai-c1vfkg-093xtr-intel-core-ultra-7-155h-32-ddr5-1-ssd-rtx-4060-dos-16-0-144-tas-p-888744684?boutiqueId=61&merchantId=106740,155H,51999,888744684,MSI,Oyun,16 inç,1920 x 1200,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,,32,1,16,,,Free Dos (İşletim Sistemi Yok)
Matebook D15/ I5-1155g7 Işlemci/ 8 Ram/ 256 Ssd/ 15.6 Inç/ Win 11 Laptop Mistik Gümüş,https://www.trendyol.com/huawei/matebook-d15-i5-1155g7-islemci-8-ram-256-ssd-15-6-inc-win-11-laptop-mistik-gumus-p-654278277?boutiqueId=61&merchantId=544437,1155G7,24699,654278277,Huawei,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),IPS,,Dahili,Intel Iris Graphics,1.0,4.5,8,256,4,2.5,Yok,Windows
"Ideapad Slim 3 Celeron N100 4 128 15.6"" Win 11 Fhd",https://www.trendyol.com/lenovo/ideapad-slim-3-celeron-n100-4--128--15-6-win-11-fhd-p-382953334?boutiqueId=61&merchantId=376200,Alder Lake-N N100,10175,382953334,LENOVO,Ofis - İş,15.6 inç,1366 x 768,Full HD (FHD),TN,,Dahili,Intel UHD Graphics 600,1.0,,4,128,4,4,Yok,Windows
"LOQ Intel i5-12450HX 8 RAM 512 SSD Nvidia Geforce RTX 2050 4 Gddr6 15.6"" FHD IPS W11 Gr",https://www.trendyol.com/lenovo/loq-intel-i5-12450hx-8-ram-512-ssd-nvidia-geforce-rtx-2050-4-gddr6-15-6-fhd-ips-w11-gr-p-929850711?boutiqueId=61&merchantId=107870,12450HX,22999,929850711,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),,,Dahili,Nvidia GeForce RTX 2050,1.0,,8,512,4,,,Windows
"MateBook D14 2024 Intel Core i5-12450H 16 512 SSD 14"" Windows 11 Gri Dizüstü Bilgisayar",https://www.trendyol.com/huawei/matebook-d14-2024-intel-core-i5-12450h-16-512-ssd-14-windows-11-gri-dizustu-bilgisayar-p-808210336?boutiqueId=681310&merchantId=968,12450H,24499,808210336,Huawei,Ev - Okul,14 inç,1920 x 1200,Full HD (FHD),IPS,,Dahili,Intel UHD Graphics,1.0,,16,512,8,2,Yok,Windows
"Matebook 14 Intel Core Ultra 5 125H 16 Ram 512 SSD Intel Arc Graphics 14.2"" W11 Home Gri",https://www.trendyol.com/huawei/matebook-14-intel-core-ultra-5-125h-16-ram-512-ssd-intel-arc-graphics-14-2-w11-home-gri-p-847686803?boutiqueId=61&merchantId=275331,,35000,847686803,Huawei,Ev - Okul,14.2 inç,1920 x 1280,Full HD (FHD),IPS,,Dahili,Dahili Ekran Kartı,1.0,4.7,16,512,,2,Yok,Windows
"Macbook Air M2 16 256 Ssd Macos 13"" Taşınabilir Bilgisayar Uzay Grisi Mc7u4tu/a",https://www.trendyol.com/apple/macbook-air-m2-16-256-ssd-macos-13-tasinabilir-bilgisayar-uzay-grisi-mc7u4tu-a-p-871069140?boutiqueId=61&merchantId=964379,,33699,871069140,Apple,Ofis - İş,13.6 inç,2560 x 1600,Ultra HD 4K (UHD),,120,Dahili,M2 8 Çekirdekli,8.0,,16,256,8,3.3,Yok,Mac Os
Thinkpad X240 Intel Core İ5-4300U 8 128 SSD Notebook - Outlet,https://www.trendyol.com/lenovo/thinkpad-x240-intel-core-i5-4300u-8-128-ssd-notebook-outlet-p-939112691?boutiqueId=61&merchantId=691754,4300U,6310,939112691,LENOVO,Ofis - İş,12.5 inç,1366 x 768,HD Ready (HD),,60,Dahili,,,,8,128,2,1.7,,Windows
"Inspiron 3520 Intel Core i5 1235U 16 512SSD Windows 11 Home 15.6"" FHD 120 3520AR17",https://www.trendyol.com/dell/inspiron-3520-intel-core-i5-1235u-16--512-ssd-windows-11-home-15-6-fhd-120-3520ar17-p-791970559?boutiqueId=61&merchantId=153128,1235U,16546.3,791970559,Dell,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),,120,Dahili,Intel UHD Graphics,1.0,,16,512,8,3.3,Yok,Windows
E510ma-br580w/ Cel N4020/ 4 Ram/ 128ssd/ Windows 11 Laptop,https://www.trendyol.com/asus/e510ma-br580w-cel-n4020-4-ram-128ssd-windows-11-laptop-p-219551893?boutiqueId=61&merchantId=886256,N4020,8945,219551893,ASUS,Ev - Okul,15.6 inç,1366 x 768,HD Ready (HD),,60,Dahili,Dahili Ekran Kartı,1.0,3.6,4,128,,1.1,Yok,Windows
"Victus 16-S0046NT 892P4EA AMD Ryzen 7 7840HS 32 RAM 1 SSD GeForce RTX 4060 16.1""FHD Dos 144",https://www.trendyol.com/hp/victus-16-s0046nt-892p4ea-amd-ryzen-7-7840hs-32-ram-1-ssd-geforce-rtx-4060-16-1-fhd-dos-144-p-759063449?boutiqueId=61&merchantId=467452,7840HS,47499,759063449,HP,Oyun,16.1 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,5,32,1,8,3.8,,Free Dos (İşletim Sistemi Yok)
"16"" MacBook Pro: Apple M4 Max chip with 16‑core CPU and 40‑core GPU. 48. 1 SSD - Gümüş",https://www.trendyol.com/apple/16-macbook-pro-apple-m4-max-chip-with-16-core-cpu-and-40-core-gpu-48-1-ssd-gumus-p-872448748?boutiqueId=681310&merchantId=968,,169199,872448748,Apple,Ofis - İş,16.2 inç,3456 x 2234,,,120,Dahili,Dahili Ekran Kartı,1.0,,48,1,16,,Yok,Mac Os
Gaming G15 5530 G155530014u I7-13650hx 16 Ddr5 1 Ssd Rtx4060 8 Fhd Ubuntu Gaming Laptop,https://www.trendyol.com/dell/gaming-g15-5530-g155530014u-i7-13650hx-16-ddr5-1-ssd-rtx4060-8-fhd-ubuntu-gaming-laptop-p-750510203?boutiqueId=61&merchantId=141868,13650HX,49369,750510203,Dell,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,165,Harici,Nvidia GeForce RTX 4060,8.0,,16,1,14,2.6,,Free Dos (İşletim Sistemi Yok)
KATANA 17 B13VFK-872XTR i7-13620H 32 DDR5 1 SSD 8 RTX4060 17.3 144 DOS NOTEBOOK,https://www.trendyol.com/msi/katana-17-b13vfk-872xtr-i7-13620h-32-ddr5-1-ssd-8-rtx4060-17-3-144-dos-notebook-p-768119706?boutiqueId=61&merchantId=141868,13620H,58789,768119706,MSI,Oyun,17.3 inç,1920 x 1080,Full HD (FHD),VA,144,Harici,Nvidia GeForce RTX 4060,8.0,,32,1,16,2.6,,Free Dos (İşletim Sistemi Yok)
Loq 15ARP9 R5-7235HS 8g 512G SSD RTX3050 6g 15.6” IPS Fdos Taşınabilir Bilgisayar 83JC000PTR,https://www.trendyol.com/lenovo/loq-15arp9-r5-7235hs-8g-512g-ssd-rtx3050-6g-15-6-ips-fdos-tasinabilir-bilgisayar-83jc000ptr-p-894058683?boutiqueId=61&merchantId=105013,7235HS,24499,894058683,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 3050,6.0,,8,512,4,,,Free Dos (İşletim Sistemi Yok)
"Vivobook 15 X1504VA-NJ1500 Intel Core i7-1355U 16 512 SSD 15.6."" FHD Freedos Laptop",https://www.trendyol.com/asus/vivobook-15-x1504va-nj1500-intel-core-i7-1355u-16-512-ssd-15-6-fhd-freedos-laptop-p-892360761?boutiqueId=61&merchantId=514546,1355U,23791,892360761,ASUS,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),IPS,60,Dahili,Intel XE Graphics,1.0,5,16,512,10,1.7,Yok,Free Dos (İşletim Sistemi Yok)
"V15 G3 Intel Core i5 1235U 16 512 SSD Windows 11 Home 15.6"" FHD 82TT00HDTRA190",https://www.trendyol.com/lenovo/v15-g3-intel-core-i5-1235u-16-512-ssd-windows-11-home-15-6-fhd-82tt00hdtra190-p-831880759?boutiqueId=61&merchantId=153128,1235U,19060,831880759,LENOVO,Ev - Okul,15.6 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,Intel XE Graphics,1.0,4.4,16,512,10,2,Yok,Windows
"Nitro V15 NH.QSGEY.004 R7 7735HS 16 512 SSD RTX4050-6 Freedos 165 15.6"" Taşınabilir Bil",https://www.trendyol.com/acer/nitro-v15-nh-qsgey-004-r7-7735hs-16-512-ssd-rtx4050-6-freedos-165-15-6-tasinabilir-bil-p-917806107?boutiqueId=61&merchantId=106740,,31799,917806107,ACER,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),,165,Harici,Nvidia GeForce RTX 4050,6.0,,16,512,8,3,,Free Dos (İşletim Sistemi Yok)
"TUF Gaming A15 FA507NVR-LP147 AMD R7 7435HS 16 512 SSD RTX 4060 (140W) 15.6"" 144 IPS FHD Fdos",https://www.trendyol.com/asus/tuf-gaming-a15-fa507nvr-lp147-amd-r7-7435hs-16-512-ssd-rtx-4060-140w-15-6-144-ips-fhd-fdos-p-890467409?boutiqueId=61&merchantId=104683,7435HS,46999,890467409,ASUS,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4060,8.0,4.5,16,512,8,3.1,,Free Dos (İşletim Sistemi Yok)
Ideapad3 Intel Core I5-12450h 8 Lpddr5 512 Ssd 15.6'' Fhd Freedos Dizüstü Bilgisayar,https://www.trendyol.com/lenovo/ideapad3-intel-core-i5-12450h-8-lpddr5-512-ssd-15-6-fhd-freedos-dizustu-bilgisayar-p-772120068?boutiqueId=61&merchantId=897540,12450H,16100,772120068,LENOVO,Ofis - İş,15.6 inç,1920 x 1200,Full HD (FHD),IPS,60,Dahili,Intel UHD Graphics,1.0,4.4,8,512,8,2,Yok,Free Dos (İşletim Sistemi Yok)
"Macbook Air M1 Çip 8 256 Ssd Macos 13"" Qhd Taşınabilir Bilgisayar Uzay Grisi",https://www.trendyol.com/apple/macbook-air-m1-cip-8-256-ssd-macos-13-qhd-tasinabilir-bilgisayar-uzay-grisi-p-68042136?boutiqueId=61&merchantId=507388,,33038,68042136,Apple,Ev - Okul,13.3 inç,2560 x 1600,,,120,Dahili,Dahili Ekran Kartı,1.0,,,,8,,Yok,Mac Os
"Victus15-Fa1047Nt Intel i5-13500H 8 RAM 512 SSD RTX 3050 6 15.6""Fhd W11H Beyaz Gaming Noteb",https://www.trendyol.com/hp/victus15-fa1047nt-intel-i5-13500h-8-ram-512-ssd-rtx-3050-6-15-6-fhd-w11h-beyaz-gaming-noteb-p-893332175?boutiqueId=61&merchantId=413566,13500H,27999,893332175,HP,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),,,Dahili,Nvidia GeForce RTX 3050,1.0,4.7,8,512,6,3.5,,Windows
"Victus Intel Core i5-14450HX 16 512 SSD RTX3050 6 16.1"" 144 IPS DOS Gaming Laptop 9J291EA",https://www.trendyol.com/hp/victus-intel-core-i5-14450hx-16-512-ssd-rtx3050-6-16-1-144-ips-dos-gaming-laptop-9j291ea-p-818374665?boutiqueId=61&merchantId=914204,14500HX,30985,818374665,HP,Oyun,16.1 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 3050,6.0,,16,512,10,2.1,,Free Dos (İşletim Sistemi Yok)
"Loq Intel Core I5-12450hx 16 512 Ssd Rtx™ 3050 6 15.6"" Gaming Laptop 83gs008gtr",https://www.trendyol.com/lenovo/loq-intel-core-i5-12450hx-16-512-ssd-rtx-3050-6-15-6-gaming-laptop-83gs008gtr-p-854905322?boutiqueId=61&merchantId=118352,12450HX,28399,854905322,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),,144,Harici,Nvidia GeForce RTX 3050,6.0,4.4,16,512,8,,,Free Dos (İşletim Sistemi Yok)
"TUF Gaming A15 FA506NFR-HN032-Gaming AMD R7-7435HS 8 512 SSD RTX2050 70W Freedos 15.6"" FHD 144",https://www.trendyol.com/asus/tuf-gaming-a15-fa506nfr-hn032-gaming-amd-r7-7435hs-8-512-ssd-rtx2050-70w-freedos-15-6-fhd-144-p-921324117?boutiqueId=61&merchantId=141868,7435HS,29999,921324117,ASUS,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),,144,Harici,Nvidia GeForce RTX 2050,4.0,4.7,8,512,8,3.3,,Free Dos (İşletim Sistemi Yok)
"AMD Ryzen 3-7320U 8 256 SSD Freedos 15.6"" FHD Dizüstü  Bilgisayar NX.KDEEY.00C (ACER TR Garanti)",https://www.trendyol.com/acer/amd-ryzen-3-7320u-8-256-ssd-freedos-15-6-fhd-dizustu-bilgisayar-nx-kdeey-00c-acer-tr-garanti-p-784172189?boutiqueId=61&merchantId=914204,7320U,9543.57,784172189,ACER,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,Dahili Ekran Kartı,1.0,4.1,8,256,4,2.4,Yok,Free Dos (İşletim Sistemi Yok)
"14-EP0013NT Intel Core i3-N305 8 512 SSD DOS 14"" FHD Kırık Beyaz Laptop (HP Türkiye Garantili)",https://www.trendyol.com/hp/14-ep0013nt-intel-core-i3-n305-8-512-ssd-dos-14-fhd-kirik-beyaz-laptop-hp-turkiye-garantili-p-712241022?boutiqueId=61&merchantId=811506,N305,12559,712241022,HP,Ev - Okul,14 inç,1920 x 1080,Full HD (FHD),,60,Dahili,Dahili Ekran Kartı,1.0,3.8,8,512,8,,Yok,Free Dos (İşletim Sistemi Yok)
"Semruk S6 V1.2.5 Intel Core Ultra 9 275HX 32 RAM 2 SSD RTX 5090 Windows 11 Pro 16"" QHD 300",https://www.trendyol.com/monster/semruk-s6-v1-2-5-intel-core-ultra-9-275hx-32-ram-2--ssd-rtx-5090-windows-11-pro-16-qhd-300--p-932634974?boutiqueId=61&merchantId=105286,275HX,217599,932634974,MONSTER,Oyun,16 inç,2560 x 1600,QHD,IPS,300,Dahili,Nvidia GeForce RTX 5090,24.0,5,32,2,24,2.4,,Windows
"Vivobook Go 15 E1504ga-nj340 I3-n305 8 Ddr4 512 Ssd Uhd Graphics 15.6"" Full Hd Freedos Note",https://www.trendyol.com/asus/vivobook-go-15-e1504ga-nj340-i3-n305-8-ddr4-512-ssd-uhd-graphics-15-6-full-hd-freedos-note-p-819009723?boutiqueId=61&merchantId=106248,N305,10829,819009723,ASUS,Ofis - İş,15.6 inç,1920 x 1080,Full HD (FHD),TN,60,Dahili,Intel UHD Graphics,1.0,3.8,8,512,8,1.8,Yok,Free Dos (İşletim Sistemi Yok)
"IdeaPad Gaming 3 15ACH6 82K2029YTX R5-5500H 16 512 SSD RTX2050 15.6"" Dos Dizüstü Bilgis",https://www.trendyol.com/lenovo/ideapad-gaming-3-15ach6-82k2029ytx-r5-5500h-16--512--ssd-rtx2050-15-6-dos-dizustu-bilgis-p-882272783?boutiqueId=61&merchantId=412659,5500U,24999,882272783,LENOVO,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 2050,4.0,,16,512,4,3,,Free Dos (İşletim Sistemi Yok)
"TUF Gaming F16 FX607VU-RL141 RTX4050 140w Intel Core 5 210H 16 RAM 512 SSD 16"" FHD+ 144",https://www.trendyol.com/asus/tuf-gaming-f16-fx607vu-rl141-rtx4050-140w-intel-core-5-210h-16-ram-512-ssd-16-fhd-144-p-904006962?boutiqueId=61&merchantId=118442,,34999,904006962,ASUS,Oyun,16 inç,1920 x 1200,FHD+,IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,4.7,16,512,8,,,Free Dos (İşletim Sistemi Yok)
Nitro V15 Anv15-51 Intel I7-13620h 16 512 Ssd Rtx4050-6 15.6'' 144 Freedos Nh.qnbey.002,https://www.trendyol.com/acer/nitro-v15-anv15-51-intel-i7-13620h-16-512-ssd-rtx4050-6-15-6-144-freedos-nh-qnbey-002-p-818477388?boutiqueId=61&merchantId=203702,13620H,33800,818477388,ACER,Oyun,15.6 inç,1920 x 1080,Full HD (FHD),IPS,144,Harici,Nvidia GeForce RTX 4050,6.0,4.9,16,512,10,2.6,Yok,Free Dos (İşletim Sistemi Yok)
"Zenbook 14 UX3402VA-KP659W Intel i5-13500H 8 512 SSD 14""WQXGA IPS (2560x1600) Win11Home",https://www.trendyol.com/asus/zenbook-14-ux3402va-kp659w-intel-i5-13500h-8-512-ssd-14-wqxga-ips-2560x1600-win11home-p-822728794?boutiqueId=61&merchantId=867147,13500H,31999,822728794,ASUS,Ofis - İş,14 inç,2560 x 1600,WQXGA,IPS,60,Dahili,Intel XE Graphics,1.0,4.7,8,512,12,2.7,Yok,Windows
Ideapad Slim 3 16IRH10 Intel Core i5 13420H 16 1 SSD Freedos 16'' WUXGA 83K2001UTR,https://www.trendyol.com/lenovo/ideapad-slim-3-16irh10-intel-core-i5-13420h-16-1-ssd-freedos-16-wuxga-83k2001utr-p-925238284?boutiqueId=61&merchantId=106934,13420H,19999,925238284,LENOVO,Ofis - İş,16 inç,1920 x 1200,WUXGA,IPS,60,Dahili,Intel UHD Graphics,1.0,4.6,16,1,8,3.4,Yok,Free Dos (İşletim Sistemi Yok)
